postUrl,description,commentCount,likeCount,location,locationId,pubDate,likedByViewer,isSidecar,type,caption,profileUrl,username,fullName,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,imgUrl,postId,timestamp,query,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,sidePostUrl,videoUrl,viewCount,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20
https://www.instagram.com/p/CSzka_uPXwq/,"Making life a little bit SWEETER, one bar of chocolate at a time 😋

Recently, I’ve been loving these @gatsbychocolate bars, which are made with fresh, crunchy almond bits draped in velvety dark chocolate. I’m at that age of adulting where I love deeply flavorful and slightly bittersweet dark chocolates, and I love how this one is perfectly sweet and not diluted by the addition of excess milk or sugar. Best of all, each bar contains half the calories and a quarter of the sugar typically found in an average chocolate bar, and is keto-friendly! 

Thank you @gatsbychocolate for sending me so many chocolate bars to try! Definitely make sure to check out their products at your local @ralphsgrocery , whether you’re looking for an indulgent snack or an essential baking ingredient! #gifted

#chocolate #chocolatelover #chocolatelovers #chocolates #chocolatebar #chocolatebars #darkchocolate #lowcalorie #lowcaloriesnack #lowcalories #lowcaloriediet #lowcaloriesnacks #lowcarb #lowcarbdiet #lowcarbfood #lowcarbliving #keto #ketodiet #ketofriendly #ketolife #ketolifestyle #ketofood #bayareafoodie #discoverunder10k #almond #chocolatealmond #almonds #almondlover",34,66,Ralphs,1210774469026924,2021-08-20T18:10:05.000Z,false,false,Photo,"Photo by Lucia | Bay Area Foodie in Ralphs with @yelp, @bonappetitmag, @halotopcreamery, @bestfoodfeed, @ralphsgrocery, @yelpeats, @statusphere, @chocolate, @bayareafoodiecrew, @cravvefood, @cravveapp, @bestfoodiesofig, and @gatsbychocolate. May be an image of book and text that says 'TSB SR GATSBY 70 CALORIES PER SERVING* ALMOND DARK CHOCOLATE STYLE NET WT 2.8oz (80g) *3 serving'.",https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,bonappetitmag,bonappetitmag,Halo Top Creamery,halotopcreamery,Yelp,yelp,Cravve • Must Try Food,cravvefood,Cravve | Food Review App,cravveapp,Chocolate,chocolate,BestFoodFeed,bestfoodfeed,Ralphs Grocery,ralphsgrocery,Yelp Eats,yelpeats,Statusphere,statusphere,Gatsby Chocolate 🍫,gatsbychocolate,Bay Area Foodie Crew,bayareafoodiecrew,BestFoodiesOfIG | OC | SF,bestfoodiesofig,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239880028_4190168061100639_2067497547142129482_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=107&_nc_ohc=PjwEo97oydEAX_IDV7E&edm=AABBvjUBAAAA&ccb=7-4&oh=896f5412fbc4fdeffc3044afcdc47d54&oe=61268BF0&_nc_sid=83d603,2644617590998924330,2021-08-20T20:31:10.492Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CSw-h1wJgCX/,"Was so BERRY excited to finally CHAI out @ateamuseum , and I definitely was not disappointed with how cute their drinks and desserts were! Here are some of my thoughts:

🍓 coconut pudding with fresh strawberry: I’ve been seeing this all over IG, and I just HAD to get this dessert! Their coconut pudding is super light and subtly sweet, and topped with a layer of freshly chopped fruits (your choice of mango or strawberry). 

🍠 taro with fresh milk: loved how they used real taro paste for this drink, although I wish they used more (since this drink ended up being mostly milk). This drink also uses white boba, which is a healthier alternative to tapioca balls, and has a more light and crunch texture. Definitely recommend if you’re looking for a non-caffeinated drink!

🐯 brown sugar milk tea: definitely my favorite drink out of the trio, and it’s absolutely perfectly sweetened and creamy with 50% sweetness and light ice. Their boba is also super chewy and well made, and would definitely recommend adding it as a topping in other drinks! 

🍊 super fruit green tea: highly recommend this drink if you want something a bit more natural and fruity! I loved how there were so many fresh fruits in the drink, and how the flavors of each fruit melded beautifully with the fragrance of the green tea. Would recommend getting this at 100% sweetness and light ice since this is a bit lighter in flavor compared to the other drinks!

Thank you @ateamuseum for such a SWEET invite to try out your drinks and desserts! Definitely make sure to check them out at both of their Milpitas and Sunnyvale locations, and support a small, local and Asian-owned business! #invite

#boba #bobatea #bobamilktea #bobalove #bobalife #bobaaddict #bobalover #bobatime #bobadrinks #milktea #milktealover #milkteaaddict #milkteatime #bubblemilktea #bubbletea #milktealovers #taromilktea #strawberrypudding #pudding #coconutpudding #brownsugarmilktea #fruittea #asianowned #asianownedbusiness #supportsmall #supportlocal #bestfoodbayarea #yelpbayarea #discoverunder10k",163,279,ATM,214759969152213,2021-08-19T18:00:30.000Z,true,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,subtle asian traits,subtleasiantraits,Yelp,yelp,Bay Area’s @BestFoodFeed,bestfoodbayarea,Cravve • Must Try Food,cravvefood,Cravve | Food Review App,cravveapp,Yelp Bay Area,yelpbayarea,BestFoodFeed,bestfoodfeed,Subtle Asian Eats (SAE),subtleasianeats,Yelp Silicon Valley,yelpsiliconvalley,Yelp Eats,yelpeats,Cravve • Places,cravve_places,Bay Area Foodie Crew,bayareafoodiecrew,BestFoodiesOfIG | OC | SF,bestfoodiesofig,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239936046_369719604596966_392552867821215432_n.jpg?_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=102&_nc_ohc=rkoGtqroD1AAX_y4FIg&edm=AABBvjUBAAAA&ccb=7-4&oh=6d40e9f493d6b8768dc2d7cc4d33bd2f&oe=61268DEB&_nc_sid=83d603,2643887981582480122,2021-08-20T20:31:11.386Z,https://www.instagram.com/lvciaeats/,Yelp Peninsula,yelppeninsula,SUBTLE ASIAN DRINKS,subtleasiandrinks,ATM Tea Bar,ateamuseum,Amanda | Seattle &amp; LA Foodie,cravveeats,Irene,cravve_cali,https://www.instagram.com/p/CSw-hyAJfL6/,,,,,,
https://www.instagram.com/p/CSw-h1wJgCX/,"Was so BERRY excited to finally CHAI out @ateamuseum , and I definitely was not disappointed with how cute their drinks and desserts were! Here are some of my thoughts:

🍓 coconut pudding with fresh strawberry: I’ve been seeing this all over IG, and I just HAD to get this dessert! Their coconut pudding is super light and subtly sweet, and topped with a layer of freshly chopped fruits (your choice of mango or strawberry). 

🍠 taro with fresh milk: loved how they used real taro paste for this drink, although I wish they used more (since this drink ended up being mostly milk). This drink also uses white boba, which is a healthier alternative to tapioca balls, and has a more light and crunch texture. Definitely recommend if you’re looking for a non-caffeinated drink!

🐯 brown sugar milk tea: definitely my favorite drink out of the trio, and it’s absolutely perfectly sweetened and creamy with 50% sweetness and light ice. Their boba is also super chewy and well made, and would definitely recommend adding it as a topping in other drinks! 

🍊 super fruit green tea: highly recommend this drink if you want something a bit more natural and fruity! I loved how there were so many fresh fruits in the drink, and how the flavors of each fruit melded beautifully with the fragrance of the green tea. Would recommend getting this at 100% sweetness and light ice since this is a bit lighter in flavor compared to the other drinks!

Thank you @ateamuseum for such a SWEET invite to try out your drinks and desserts! Definitely make sure to check them out at both of their Milpitas and Sunnyvale locations, and support a small, local and Asian-owned business! #invite

#boba #bobatea #bobamilktea #bobalove #bobalife #bobaaddict #bobalover #bobatime #bobadrinks #milktea #milktealover #milkteaaddict #milkteatime #bubblemilktea #bubbletea #milktealovers #taromilktea #strawberrypudding #pudding #coconutpudding #brownsugarmilktea #fruittea #asianowned #asianownedbusiness #supportsmall #supportlocal #bestfoodbayarea #yelpbayarea #discoverunder10k",163,279,ATM,214759969152213,2021-08-19T18:00:30.000Z,true,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,subtle asian traits,subtleasiantraits,Yelp,yelp,Bay Area’s @BestFoodFeed,bestfoodbayarea,Cravve • Must Try Food,cravvefood,Cravve | Food Review App,cravveapp,Yelp Bay Area,yelpbayarea,BestFoodFeed,bestfoodfeed,Subtle Asian Eats (SAE),subtleasianeats,Yelp Silicon Valley,yelpsiliconvalley,Yelp Eats,yelpeats,Cravve • Places,cravve_places,Bay Area Foodie Crew,bayareafoodiecrew,BestFoodiesOfIG | OC | SF,bestfoodiesofig,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239656413_4406593959360695_6784103421492852906_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=cKbtTbgog8cAX9vuNEy&tn=ob46zhWKa8jJNacd&edm=AABBvjUBAAAA&ccb=7-4&oh=b78fbd3f87611c9c97a865f3e356faa6&oe=6126997D&_nc_sid=83d603,2643887981658057859,2021-08-20T20:31:11.386Z,https://www.instagram.com/lvciaeats/,Yelp Peninsula,yelppeninsula,SUBTLE ASIAN DRINKS,subtleasiandrinks,ATM Tea Bar,ateamuseum,Amanda | Seattle &amp; LA Foodie,cravveeats,Irene,cravve_cali,https://www.instagram.com/p/CSw-hyEpyyD/,,,,,,
https://www.instagram.com/p/CSuZxGxJ61M/,"Fun fact: I took 3 years of high school and college level French because I wanted to study abroad in France one day. It ended up never happening 😅 but a girl can dream right? Still hoping to brush up on my rusty French and travel again sometime when it’s safe in the future. Where’s your dream destination to travel to?

Thank you @527photo and @stackinfluence for sending me such a lovely collection of 50 Paris-themed prints. Each shot is beautifully edited and printed on matte photo paper (so you don’t get that glare when you try to look at it). Definitely make sure to check out her prints on @etsy if you’ve been looking for some decor and travel inspo! #gifted #527photo #527photopartner 

#etsy #etsyshop #etsysellersofinstagram #etsyfinds #etsystore #etsyhandmade #french #paris #parisianstyle #parisiloveyou #parís #france #discoverfrance #discoverparis #travel #travelphotography #travelgram #travelfrance #supportsmallbusiness #supportsmallbusinesses #supportsmall #supportlocal #supportlocalartists #womanowned #womanownedbusiness #womanownedsmallbusiness #discoverunder10k",176,420,Home ♥,154880077873293,2021-08-18T18:00:47.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,etsy,etsy,Pinterest,pinterest,Etsy Success,etsysuccess,promote your shop,etsy.shops,Etsy Studio,etsystudio,"France, le mag ! 🇫🇷",france,Stack Influence,stackinfluence,Pinterest Creators 🎨,pinterestcreators,Etsy Small Businesses,etsysmallbusinesses,527 Photo | Pastel Travel Art,527photo,,,,,,,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/238618550_267459844888393_7180478677221157807_n.jpg?_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=LFvvVHlixcYAX8OqLlz&edm=AABBvjUBAAAA&ccb=7-4&oh=2624a926b1b30b0de3c0e173fa54f5e6&oe=61277AB4&_nc_sid=83d603,2643163353172001920,2021-08-20T20:31:12.317Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,https://www.instagram.com/p/CSuZxDNJcSA/,,,,,,
https://www.instagram.com/p/CSuZxGxJ61M/,"Fun fact: I took 3 years of high school and college level French because I wanted to study abroad in France one day. It ended up never happening 😅 but a girl can dream right? Still hoping to brush up on my rusty French and travel again sometime when it’s safe in the future. Where’s your dream destination to travel to?

Thank you @527photo and @stackinfluence for sending me such a lovely collection of 50 Paris-themed prints. Each shot is beautifully edited and printed on matte photo paper (so you don’t get that glare when you try to look at it). Definitely make sure to check out her prints on @etsy if you’ve been looking for some decor and travel inspo! #gifted #527photo #527photopartner 

#etsy #etsyshop #etsysellersofinstagram #etsyfinds #etsystore #etsyhandmade #french #paris #parisianstyle #parisiloveyou #parís #france #discoverfrance #discoverparis #travel #travelphotography #travelgram #travelfrance #supportsmallbusiness #supportsmallbusinesses #supportsmall #supportlocal #supportlocalartists #womanowned #womanownedbusiness #womanownedsmallbusiness #discoverunder10k",176,420,Home ♥,154880077873293,2021-08-18T18:00:47.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,etsy,etsy,Pinterest,pinterest,Etsy Success,etsysuccess,promote your shop,etsy.shops,Etsy Studio,etsystudio,"France, le mag ! 🇫🇷",france,Stack Influence,stackinfluence,Pinterest Creators 🎨,pinterestcreators,Etsy Small Businesses,etsysmallbusinesses,527 Photo | Pastel Travel Art,527photo,,,,,,,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/238599385_219464766786779_7992754666579118676_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=SwUBcsmSj20AX_-aWxH&edm=AABBvjUBAAAA&ccb=7-4&oh=f0a0a7a1ef8c2c057901f032c81799b2&oe=61266B30&_nc_sid=83d603,2643163353188729269,2021-08-20T20:31:12.317Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,https://www.instagram.com/p/CSuZxDOJQG1/,,,,,,
https://www.instagram.com/p/CSuZxGxJ61M/,"Fun fact: I took 3 years of high school and college level French because I wanted to study abroad in France one day. It ended up never happening 😅 but a girl can dream right? Still hoping to brush up on my rusty French and travel again sometime when it’s safe in the future. Where’s your dream destination to travel to?

Thank you @527photo and @stackinfluence for sending me such a lovely collection of 50 Paris-themed prints. Each shot is beautifully edited and printed on matte photo paper (so you don’t get that glare when you try to look at it). Definitely make sure to check out her prints on @etsy if you’ve been looking for some decor and travel inspo! #gifted #527photo #527photopartner 

#etsy #etsyshop #etsysellersofinstagram #etsyfinds #etsystore #etsyhandmade #french #paris #parisianstyle #parisiloveyou #parís #france #discoverfrance #discoverparis #travel #travelphotography #travelgram #travelfrance #supportsmallbusiness #supportsmallbusinesses #supportsmall #supportlocal #supportlocalartists #womanowned #womanownedbusiness #womanownedsmallbusiness #discoverunder10k",176,420,Home ♥,154880077873293,2021-08-18T18:00:47.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,etsy,etsy,Pinterest,pinterest,Etsy Success,etsysuccess,promote your shop,etsy.shops,Etsy Studio,etsystudio,"France, le mag ! 🇫🇷",france,Stack Influence,stackinfluence,Pinterest Creators 🎨,pinterestcreators,Etsy Small Businesses,etsysmallbusinesses,527 Photo | Pastel Travel Art,527photo,,,,,,,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/238936982_130297672641893_6651301689811303228_n.jpg?_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=105&_nc_ohc=iSKhIrfOn3YAX80VQ08&edm=AABBvjUBAAAA&ccb=7-4&oh=107a4e3dd93e06f130fd897aad7bbfa6&oe=6126262C&_nc_sid=83d603,2643163353155147552,2021-08-20T20:31:12.317Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,https://www.instagram.com/p/CSuZxDMJJcg/,,,,,,
https://www.instagram.com/p/CSuZxGxJ61M/,"Fun fact: I took 3 years of high school and college level French because I wanted to study abroad in France one day. It ended up never happening 😅 but a girl can dream right? Still hoping to brush up on my rusty French and travel again sometime when it’s safe in the future. Where’s your dream destination to travel to?

Thank you @527photo and @stackinfluence for sending me such a lovely collection of 50 Paris-themed prints. Each shot is beautifully edited and printed on matte photo paper (so you don’t get that glare when you try to look at it). Definitely make sure to check out her prints on @etsy if you’ve been looking for some decor and travel inspo! #gifted #527photo #527photopartner 

#etsy #etsyshop #etsysellersofinstagram #etsyfinds #etsystore #etsyhandmade #french #paris #parisianstyle #parisiloveyou #parís #france #discoverfrance #discoverparis #travel #travelphotography #travelgram #travelfrance #supportsmallbusiness #supportsmallbusinesses #supportsmall #supportlocal #supportlocalartists #womanowned #womanownedbusiness #womanownedsmallbusiness #discoverunder10k",176,420,Home ♥,154880077873293,2021-08-18T18:00:47.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,etsy,etsy,Pinterest,pinterest,Etsy Success,etsysuccess,promote your shop,etsy.shops,Etsy Studio,etsystudio,"France, le mag ! 🇫🇷",france,Stack Influence,stackinfluence,Pinterest Creators 🎨,pinterestcreators,Etsy Small Businesses,etsysmallbusinesses,527 Photo | Pastel Travel Art,527photo,,,,,,,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239351872_245544947295980_1001962059855659642_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=108&_nc_ohc=LJsrEXA6DvUAX8t3f1G&tn=ob46zhWKa8jJNacd&edm=AABBvjUBAAAA&ccb=7-4&oh=1be395bce99f002b4640b52b1f462f09&oe=6126EEBB&_nc_sid=83d603,2643163353163540633,2021-08-20T20:31:12.317Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,https://www.instagram.com/p/CSuZxDMpKiZ/,,,,,,
https://www.instagram.com/p/CSr08KNJ8kF/,"✨FREE FOOD ALERT ✨

I might have started Invisalign a few days ago (swipe to see how I look LOL 🙈👀), but that sure isn’t stopping me from digging into this delicious box of Korean snacks from @atcenterla ! Korean snacks are definitely my weakness, and this box was filled with such a yummy variety of both sweet and savory treats! Among my favorites were the lotte milk candies, milkis, drinkable peach jelly, and all the spicy instant noodles, which I absolutely have to restock on at my local @hmartofficial . What would you try from this box?

Thank you @atcenterla for gifting me with such a yummy box of all my favorite snacks! If you’d like to try these out for FREE, definitely make sure to give @atcenterla a follow and register for a box on their website! #gifted

#atcenterla #kfoodsupporters #eatsharekfood #anywherekfood #koreanfood #koreanfoodlover #koreanfoods #koreansnack #koreansnacks #tasteofkorea #koreancuisine #bayareafoodie #lafoodie #explorekorea #explore #discover #discoverunder10k #discoverkorea #koreanfoodlovers #snack #snacks #snacktime #snackideas #snackbox #korea #snacking #snacklover #subtleasianeats",171,350,Home ♥,154880077873293,2021-08-17T18:00:30.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,subtle asian traits,subtleasiantraits,Yelp,yelp,H Mart | 한아름,hmartofficial,Cravve • Must Try Food,cravvefood,Cravve | Food Review App,cravveapp,Koreatown Life,koreatownlife,Subtle Asian Eats (SAE),subtleasianeats,Korea Tourism Org. USA,visitkorea.us,Yelp Eats,yelpeats,Zion Market,zionmarket,Korea Agro Trade Center LA,atcenterla,Discover K-Town LA,discoverkoreatown,H Mart Finds,hmart_finds,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239044729_3715726478529468_3241235961946004784_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=100&_nc_ohc=1f2pp_kwztMAX-8XlGL&tn=ob46zhWKa8jJNacd&edm=AABBvjUBAAAA&ccb=7-4&oh=4db296e1da5d42554dca63998e3b5811&oe=6127B256&_nc_sid=83d603,2642438436151536818,2021-08-20T20:31:13.186Z,https://www.instagram.com/lvciaeats/,Amanda | Seattle &amp; LA Foodie,cravveeats,,,,,,,,,https://www.instagram.com/p/CSr08Hnpqyy/,,,,,,
https://www.instagram.com/p/CSr08KNJ8kF/,"✨FREE FOOD ALERT ✨

I might have started Invisalign a few days ago (swipe to see how I look LOL 🙈👀), but that sure isn’t stopping me from digging into this delicious box of Korean snacks from @atcenterla ! Korean snacks are definitely my weakness, and this box was filled with such a yummy variety of both sweet and savory treats! Among my favorites were the lotte milk candies, milkis, drinkable peach jelly, and all the spicy instant noodles, which I absolutely have to restock on at my local @hmartofficial . What would you try from this box?

Thank you @atcenterla for gifting me with such a yummy box of all my favorite snacks! If you’d like to try these out for FREE, definitely make sure to give @atcenterla a follow and register for a box on their website! #gifted

#atcenterla #kfoodsupporters #eatsharekfood #anywherekfood #koreanfood #koreanfoodlover #koreanfoods #koreansnack #koreansnacks #tasteofkorea #koreancuisine #bayareafoodie #lafoodie #explorekorea #explore #discover #discoverunder10k #discoverkorea #koreanfoodlovers #snack #snacks #snacktime #snackideas #snackbox #korea #snacking #snacklover #subtleasianeats",171,350,Home ♥,154880077873293,2021-08-17T18:00:30.000Z,false,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,subtle asian traits,subtleasiantraits,Yelp,yelp,H Mart | 한아름,hmartofficial,Cravve • Must Try Food,cravvefood,Cravve | Food Review App,cravveapp,Koreatown Life,koreatownlife,Subtle Asian Eats (SAE),subtleasianeats,Korea Tourism Org. USA,visitkorea.us,Yelp Eats,yelpeats,Zion Market,zionmarket,Korea Agro Trade Center LA,atcenterla,Discover K-Town LA,discoverkoreatown,H Mart Finds,hmart_finds,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/239474664_691742012224945_2955606844851387762_n.jpg?_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_ohc=qIncUobsg7sAX-Ty26q&edm=AABBvjUBAAAA&ccb=7-4&oh=e9742ae681a8a308920953a98cb8bab6&oe=6126F58B&_nc_sid=83d603,2642438436168343897,2021-08-20T20:31:13.186Z,https://www.instagram.com/lvciaeats/,Amanda | Seattle &amp; LA Foodie,cravveeats,,,,,,,,,https://www.instagram.com/p/CSr08HopyFZ/,,,,,,
https://www.instagram.com/p/CSpSlugJm77/,"Currently in my room WANDERLUSTING over my past and future travels. Where would you like to travel to once this pandemic is over?

Decided to replicate this glowy and simple travel look using some of my favorite products from @ipsy ‘s August Glambag and Glambag Plus. Nothing is more relaxing and refreshing for the mind, face and body than going off the grid, being present, and not having to cart around a ton of makeup products. Who else agrees? 😂

Products used:
@muradskincare hydration serum- two pumps of this is absolutely perfect to achieve the glowy look! 
@milkmakeup Lip and Cheek in “Werk” - doubles as a super cute and subtle blush and tinted lip balm!
@florencebymills tint n tame brow gel
@glowrecipe avocado melt retinol eye sleeping mask
@tartecosmetics lights, camera, lashes mascara
@doucceofficial blush and highlighter palette 
@farahbrushes blender brush 25E

Thank you @ipsy for this beautiful package! If you’re interested in trying out these products for yourself, make sure to sign up for their monthly subscription using the link in my bio!

 #gifted #giftedbyipsy #ipsywanderlust #ipsy #ipsyglambag #ipsyglambagplus #makeup #makeuplooks #makeuplook #makeupoftheday #makeupaddict #makeuplover #makeupjunkie #beautybloggers #beautytips #beautymakeup #beautyjunkie #beautyaddict #beautyhacks #beautyblog #skincare #skincaretips #skincarejunkie #skincarelover #skincareaddict #skincareblogger #motd #motd💄",218,434,Home ♥,154880077873293,2021-08-16T18:21:52.000Z,true,true,Photo,,https://www.instagram.com/lvciaeats,lvciaeats,Lucia | Bay Area Foodie,Tarte Cosmetics,tartecosmetics,IPSY,ipsy,florence by mills,florencebymills,Milk Makeup,milkmakeup,Glow Recipe,glowrecipe,Murad Skincare,muradskincare,Rodial,rodialbeauty,ARACELI BEAUTY,aracelibeauty,Doucce Cosmetics,doucceofficial,Verso Skincare,versoskincare,F.A.R.A.H ®  Official,farahbrushes,527 Photo | Pastel Travel Art,527photo,Cali-Lashes. Faux Mink Lashes,cali_lashes_official,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/237716370_668436264039803_5694430898760814985_n.jpg?_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_ohc=8tVOf5WTW7UAX-0_hc8&tn=ob46zhWKa8jJNacd&edm=AABBvjUBAAAA&ccb=7-4&oh=206f917325a2bb5ccfd58c2cf5385742&oe=6126F679&_nc_sid=83d603,2641724409507185273,2021-08-20T20:31:14.249Z,https://www.instagram.com/lvciaeats/,,,,,,,,,,,https://www.instagram.com/p/CSpSlqfJ4J5/,,,,,,
